18800000,3,1,9,панельный,1988,75,8,43.2314034,76.8857414,3
15500000,1,12,13,монолитный,2016,40,15,43.2247733,76.8627271,2
12850000,2,3,4,панельный,1964,44,2,43.282079,76.95179759999999,3
21800000,2,3,5,кирпичный,1984,65,31,43.2319306,76.8475912,5
16500000,3,6,9,панельный,1990,72,7,43.2168727,76.8806592,3
27000000,2,14,17,монолитный,2009,72,1,43.2420349,76.96030189999999,3
51000000,2,12,17,монолитный,2007,93,0,43.2270007,76.9626858,5
16500000,2,1,5,панельный,1979,41.6,30,43.2346277,76.80311979999999,5
11500000,1,6,9,монолитный,2017,45,2,43.255361,76.945656,4
25000000,2,2,3,кирпичный,1950,57,5,43.19648,76.9059625,5
20500000,2,3,5,кирпичный,1991,50,5,43.19648,76.9059625,2
16605000,3,5,5,панельный,1978,56,5,43.19648,76.9059625,2
18000000,3,5,5,панельный,1978,60,5,43.19648,76.9059625,2
18000000,3,5,5,панельный,1978,60,6,43.1972414,76.89425109999999,2
22500000,2,4,5,кирпичный,1978,62,11,43.26264889999999,76.9108029,2
13000000,2,3,4,кирпичный,1961,40.5,7,43.2206322,76.87396300000002,2
16350000,3,4,4,панельный,1968,60,1,43.2285932,76.9505167,3
26900000,1,7,9,монолитный,1998,45,7,43.2101992,76.8715631,5
13500000,2,5,5,панельный,1989,43,15,43.22783829999999,76.8584028,3
21500000,3,8,9,монолитный,2005,76.3,31,43.2251299,76.8504744,3
15500000,3,2,4,панельный,1963,58,31,43.2319306,76.8475912,3
30350000,3,6,10,монолитный,2016,82.7,31,43.2319306,76.8475912,3
15300000,3,2,4,панельный,1968,56,15,43.22783829999999,76.8584028,3
15000000,3,1,4,панельный,1969,59,7,43.2101992,76.8715631,3
25650000,4,4,5,кирпичный,1978,74,15,43.2247733,76.8627271,3
21350000,3,2,9,кирпичный,1994,72,7,43.2101992,76.8715631,3
22350000,3,3,5,панельный,1986,67,1,43.23065400000001,76.9514291,3
62300000,4,16,21,монолитный,2016,175,15,43.2247733,76.8627271,5
3400000,1,3,4,панельный,1974,11,33,43.2222484,76.8230395,3
12000000,1,7,9,панельный,1992,41,33,43.2222484,76.8230395,3
12000000,1,7,9,панельный,1991,41,7,43.2032813,76.8759843,3
37000000,4,1,9,панельный,1985,98,6,43.2055005,76.9016396,2
22500000,3,1,5,панельный,1990,72,10,43.22792,76.9208611,2
52615000,3,7,9,монолитный,2008,106,9,43.2401158,76.9324839,2
30300000,2,5,12,монолитный,2006,85,10,43.2277413,76.905197,2
12000000,2,2,4,кирпичный,1965,41,7,43.2168727,76.8806592,2
27000000,2,14,17,монолитный,2009,72,15,43.22783829999999,76.8584028,3
15000000,3,1,4,панельный,1968,68,32,43.2159416,76.8584028,3
9800000,1,2,4,панельный,1970,33,31,43.2319306,76.8475912,3
11000000,2,2,4,панельный,1965,46,19,43.2626903,76.930951,3
29500000,3,3,5,кирпичный,1993,72,15,43.2271452,76.867772,3
17700000,3,3,5,панельный,1980,58,19,43.2492433,76.9335598,3
82000000,4,5,8,кирпичный,1980,160,1,43.2372057,76.9576393,3
32000000,2,1,3,кирпичный,1963,40,31,43.2251299,76.8504744,5
11500000,2,4,4,панельный,1967,44,5,43.19648,76.9059625,3
15300000,3,5,5,панельный,1978,55,33,43.2222484,76.8230395,2
16000000,2,4,9,панельный,1993,60,31,43.2251299,76.8504744,3
11500000,3,4,4,панельный,1968,43,15,43.22783829999999,76.8584028,3
15000000,3,1,4,панельный,1969,59,31,43.2319306,76.8475912,3
11200000,2,4,4,панельный,1965,46,7,43.2125326,76.8648893,3
12300000,2,2,4,панельный,1969,44,13,43.2492828,76.86775329999999,3
20000000,3,5,12,монолитный,2008,130,7,43.2179633,76.8706548,3
10700000,2,1,4,панельный,1967,44,19,43.2660103,76.9346769,3
14500000,2,4,5,панельный,1978,46,6,43.2055005,76.9016396,3
22500000,3,1,5,панельный,1985,72,6,43.2055005,76.9016396,2
23000000,3,1,5,панельный,1985,82,31,43.2319306,76.8475912,2
11000000,1,2,4,панельный,1965,46,31,43.2319306,76.8475912,3
12700000,3,4,4,панельный,1969,57,31,43.2319306,76.8475912,3
14300000,3,1,4,панельный,1963,58.2,24,43.3227791,76.91899819999999,3
12500000,2,5,5,панельный,1995,54,31,43.2251299,76.8504744,4
11000000,2,2,4,панельный,1965,46,7,43.2125326,76.8648893,3
10300000,2,4,4,панельный,1969,46,33,43.2222484,76.8230395,3
23400000,3,1,9,панельный,1990,74,31,43.2319306,76.8475912,3
22350000,3,2,9,панельный,1992,70,6,43.2055005,76.9016396,3
28000000,2,3,9,монолитный,2016,61.5,7,43.222345,76.87340329999999,2
